-2.879427E-01	+3.742425E-02	-2.025836E+00	+2.777819E-01	-4.540623E-01	-1.068590E+00	+3.387698E-01	+4.467746E-02	+2.005887E+00	+6.874091E-01
+6.242054E-01	-1.081889E+00	+8.913581E-01	+7.362660E-01	-7.851781E-01	+2.105224E-01	-2.046641E-01	-4.549539E-01	+2.928856E-01	+7.150341E-01
-2.577831E-01	-4.336387E-01	+2.858637E-01	-4.439260E-01	+1.810245E+00	-1.097322E+00	+3.084852E-01	-2.670471E-01	-6.940687E-01	+7.387218E-01
+1.651027E+00	-5.534903E-01	+6.179525E-01	+9.416903E-01	+7.372832E-01	-3.884599E-01	+3.013199E-01	-1.071147E+00	-1.431747E+00	+2.811321E-01
+1.593692E+00	+4.289006E-01	-1.722637E-02	-6.703493E-01	+1.352063E+00	-5.861840E-02	-7.795901E-01	+2.222148E-01	-1.356244E+00	+3.459944E-01
-4.977147E-01	+2.186513E+00	+8.321209E-01	+4.980553E-01	-9.175194E-01	+5.381092E-01	+7.822666E-01	+2.122060E+00	-2.110893E-01	-7.028514E-01
+6.293631E-01	-9.304392E-01	-7.410703E-01	+4.510678E-03	+3.779170E-01	-3.511777E-01	+9.031948E-02	+2.166000E+00	+1.641847E+00	+1.091865E+00
-6.137993E-02	-1.523663E+00	-1.526938E-01	-1.669224E+00	+1.048839E+00	-1.536427E-01	-1.791930E-01	-6.028929E-01	-1.102127E+00	+5.390074E-01
+2.588187E-01	-3.859295E-01	+1.816954E+00	-8.347579E-01	-8.217243E-01	+6.386485E-01	-7.361927E-01	+8.226521E-01	-7.366312E-01	+8.193331E-01
-1.948140E+00	-1.251472E+00	-1.867279E+00	+3.431227E-01	+1.048964E+00	-6.689615E-01	+1.842052E+00	+5.957904E-02	+1.533979E+00	-6.208813E-01
-3.888492E-01	+2.610716E-01	+9.947081E-01	+4.510197E-02	-1.316219E+00	+7.471302E-01	+4.161072E-01	+4.335391E-01	+7.185094E-01	+1.728822E-01
+1.719701E-02	+9.072439E-01	+1.285606E-01	+8.227389E-01	+1.518940E+00	+1.802152E-02	-1.464935E+00	-7.294530E-01	-5.854957E-01	-4.267168E-01
+1.972828E-01	+1.261258E+00	-3.717658E-01	+8.331077E-01	+3.089372E-01	+4.866731E-01	+6.038394E-01	-1.426135E+00	+3.436821E-01	-6.262623E-01
-2.527268E+00	-3.162771E-01	+1.697503E+00	+1.427943E+00	+6.898340E-01	-8.647242E-03	-4.260829E-01	-7.230874E-01	+1.104207E+00	+3.193986E-02
-1.231583E+00	+9.477223E-01	+2.366130E-01	-4.116150E-01	+1.855391E+00	-1.696577E+00	-5.856681E-01	+1.022419E+00	-1.593275E+00	+1.347136E+00
+8.559277E-01	-6.251639E-01	-4.275899E-01	-6.705104E-01	-9.380801E-01	-2.300789E+00	+1.835522E+00	-9.175059E-01	+9.569931E-01	+5.520171E-01
-6.102124E-01	-2.404994E-03	+6.357185E-01	+2.575399E+00	-9.972600E-01	-6.028772E-01	+6.941428E-01	-1.004975E+00	-1.956159E-01	+8.742516E-01
+1.403076E-01	+7.959245E-01	-1.295835E+00	-6.182161E-01	-5.718088E-01	-9.840319E-01	+1.815265E+00	-7.730221E-01	-3.349597E-01	-4.090860E-01
-4.779436E-01	+1.068654E+00	-4.454771E-01	+8.136199E-01	-6.254657E-01	+5.471451E-01	+3.433639E-01	-2.448383E-01	+8.482178E-01	-2.391952E-01
+6.175963E-01	+2.659329E-01	+9.392490E-02	-9.504644E-01	+2.666310E-01	-1.770300E-01	+1.705058E+00	+1.341246E+00	-1.596324E-01	-7.430626E-01
-1.708189E-01	+6.249955E-01	-1.521224E-01	-1.403696E+00	+3.131086E-01	+1.174783E+00	-7.615207E-01	-4.396901E-01	-1.215630E+00	+6.518968E-01
-1.117719E+00	+1.776635E+00	+1.202045E+00	-3.914157E-01	-8.140439E-01	-1.903777E-01	+1.323109E+00	-1.466739E+00	+6.381952E-02	+1.644758E+00
-9.248149E-02	+7.345489E-01	-9.491701E-01	-1.331451E+00	+4.526443E-01	-1.537068E+00	-1.505235E+00	-1.141852E+00	+1.500285E-01	+2.202622E-01
-1.311302E+00	+1.535154E-01	-1.448544E+00	+3.529332E-01	+1.212158E+00	-4.482507E-01	-8.347047E-01	+5.026865E-01	-5.201762E-02	-1.478766E+00
-1.053816E+00	-9.394913E-01	-9.230112E-02	+4.653281E-01	-5.231216E-01	-6.086314E-01	-3.714658E-01	-5.498143E-01	+8.262626E-01	-2.803512E-01
+5.039040E-01	-4.235642E-01	+4.166769E-01	-1.261571E+00	+3.307326E-01	+3.683411E-01	-6.000816E-01	+3.168216E-01	-6.147835E-01	+1.734759E-01
+4.266710E-01	+1.186386E+00	-2.520841E+00	+6.974179E-01	-7.753139E-01	+1.741775E+00	-3.666806E-01	-1.594924E+00	+3.322751E-01	+6.012770E-01
+3.554971E-01	-7.377952E-01	-9.278603E-01	+1.406933E-02	-4.032096E-01	+7.011692E-01	+1.251763E+00	-8.259867E-01	+2.427950E-01	+5.082638E-01
+1.577491E+00	+7.291584E-01	+1.823736E-01	-7.076728E-01	-4.218497E-01	-6.948273E-01	-1.081652E+00	+1.091265E-01	+5.386611E-01	+4.836047E-01
+1.117450E+00	+1.113787E-01	+1.094128E+00	+4.246825E-01	+4.029844E-01	+2.403653E-01	+9.447345E-01	-1.131684E+00	-1.299321E+00	+1.516682E+00
+9.215414E-01	-3.286244E-01	-4.352201E-01	+4.471501E-01	-2.266483E-01	+1.050143E+00	+7.814276E-01	-6.367945E-01	+2.102869E+00	+6.325136E-01
+2.436070E+00	+1.045967E+00	+1.185300E+00	+1.067595E-01	-6.566466E-02	-3.066704E-01	-1.065791E+00	+1.381181E-02	-7.463812E-01	+3.537466E-01
-2.592224E-01	-2.221701E-01	-6.467554E-01	-5.503298E-01	+2.018693E-01	-5.297798E-01	-5.158392E-02	-2.284580E+00	-7.793774E-01	+3.052757E-01
+4.926911E-01	-1.152407E+00	-9.729469E-01	+4.314316E-01	+1.377346E+00	+3.490685E-01	-2.100716E-02	+2.122681E+00	-7.347459E-01	+1.688345E+00
-2.668349E-01	-1.589490E-01	+9.030027E-01	+2.440905E-03	+1.285091E+00	+9.570405E-01	+5.618258E-01	-1.034220E+00	-7.022492E-01	+1.605477E+00
-1.212668E+00	+8.020223E-01	+2.082016E-01	+3.268620E-01	-6.357066E-02	-3.141070E-01	+3.761406E-01	+6.500636E-01	-7.747245E-01	-4.744542E-01
-4.969474E-01	-7.289603E-01	+2.149845E+00	-3.713010E-01	-3.305626E-02	+2.066371E+00	-5.506848E-02	+2.079547E+00	+2.825136E-01	-1.499762E+00
+7.071298E-01	-1.713871E+00	+9.910983E-01	-5.510184E-01	-1.166142E+00	-1.997600E+00	-4.262222E-01	+7.672608E-01	-3.523696E-01	-1.571245E+00
+4.121309E-01	-6.936853E-01	-6.884951E-01	+4.265323E-01	-1.115913E+00	-4.197141E-01	+1.499813E+00	-2.380413E+00	+1.112991E+00	+4.762958E-01
+1.420654E+00	+3.509875E-01	+2.233819E+00	-4.080542E-01	+1.755745E+00	-2.692492E-02	+2.073057E+00	+2.899942E-01	+1.598400E+00	+3.124257E-01
+2.731817E-01	+1.879940E-01	-1.129802E+00	-3.134290E-01	-1.240296E+00	-2.700304E+00	+1.497273E+00	-2.260896E-01	+2.518689E-01	+5.645813E-01
-3.417612E-01	-9.951610E-01	-6.769435E-01	-2.278332E+00	-7.888381E-01	+8.863017E-03	-1.204238E-01	+1.498760E+00	+1.192190E+00	-5.912811E-01
+4.152486E-01	-8.020712E-01	+2.310096E-01	+3.798011E-02	-6.179495E-02	+4.724025E-01	+2.300546E+00	+5.524600E-02	+1.743106E+00	+5.580520E-01
+1.570138E-01	+5.210578E-01	-3.973790E-01	+5.381483E-01	+1.623344E-01	+8.198694E-01	-2.412646E-01	-7.383974E-02	-4.934381E-01	-2.455994E+00
-7.421582E-01	-5.743276E-01	-2.037841E-01	-4.219925E-01	+3.722906E-03	-1.656770E-02	-1.482247E+00	+5.266332E-01	-5.318319E-01	+1.617155E+00
-1.355033E-01	+2.079920E+00	+7.427565E-01	-2.288348E-01	+1.503420E+00	-2.441692E+00	-1.501844E+00	+1.709626E+00	-2.957479E-01	-5.346414E-01
+2.196893E-01	-4.179197E-01	-2.018888E-01	+1.568524E+00	-2.626397E-03	-1.187296E+00	-1.292656E+00	-9.210209E-01	+1.367956E+00	+6.871097E-01
-5.301034E-01	-1.717407E+00	-2.072297E-01	-7.690423E-01	+4.026423E-01	+1.239117E-01	-9.716939E-01	+2.952847E-01	-8.473701E-01	-7.866496E-01
-4.428172E-01	+3.965440E-01	-1.117239E+00	+5.739239E-01	+2.809760E-01	-4.407084E-02	-8.107728E-01	-1.239462E+00	+1.396678E+00	-3.321700E-01
+2.361299E+00	+7.515252E-01	+5.194761E-01	-1.242894E+00	-7.597864E-01	-7.987328E-01	+2.622925E+00	-8.039597E-01	+9.466089E-01	+9.917988E-01
+5.317938E-01	+2.698897E+00	-5.258562E-01	+7.451200E-01	+5.792476E-01	+1.703903E+00	-3.699042E-01	-1.783669E+00	+7.940544E-01	-2.054037E+00
+4.153018E-01	+1.753509E+00	-3.200533E-01	-1.139489E+00	-8.160440E-01	+8.663313E-01	+5.344650E-02	-4.120760E-01	+8.575451E-01	-1.854113E-01
+8.918240E-01	+1.400693E-01	-3.878662E-01	-1.089928E-02	-1.261039E-01	-1.238911E+00	+9.273859E-02	-4.886432E-01	+7.268045E-02	-4.393255E-01
+4.992392E-01	-1.937009E+00	+5.729515E-01	+4.670794E-01	+6.417809E-01	-7.090558E-01	-5.894725E-01	+9.982963E-01	+1.493963E+00	+1.072285E+00
-1.882956E+00	+9.169574E-01	-1.126050E+00	-7.558623E-01	-4.852059E-01	-3.451496E-01	-1.232396E+00	+6.049000E-01	-8.096640E-02	+8.568504E-01
